APT_ICAO,date,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,DLY_APT_ARR_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,DLY_APT_ARR_W_1,DLY_APT_ARR_D_1,type,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality,scheduled_service,year,month,month_name,day_of_week,is_weekend,quarter,season,delay_per_arr,pct_arr_delayed,pct_arr_delayed_15,weather_delay_min,weather_share,delay_level,is_outlier,month_start
LOWW,2023-07-24,Vienna,Austria,363,361,724,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EBBR,2023-07-24,Brussels,Belgium,296,300,596,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-24,Copenhagen - Kastrup,Denmark,354,351,705,821,29,17,821,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Monday,False,3,Summer,2.339031339031339,0.08262108262108261,0.04843304843304843,821,1.0,Medium,False,2023-07-01
EIDW,2023-07-24,Dublin,Ireland,363,370,733,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-24,Lisbon,Portugal,314,329,643,1140,68,27,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Monday,False,3,Summer,3.465045592705167,0.2066869300911854,0.08206686930091185,0,0.0,Medium,False,2023-07-01
LOWW,2023-07-25,Vienna,Austria,370,363,733,134,8,5,134,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Tuesday,False,3,Summer,0.3691460055096419,0.02203856749311295,0.013774104683195593,134,1.0,Low,False,2023-07-01
EBBR,2023-07-25,Brussels,Belgium,291,290,581,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-25,Copenhagen - Kastrup,Denmark,329,330,659,140,9,5,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Tuesday,False,3,Summer,0.42424242424242425,0.02727272727272727,0.015151515151515152,0,0.0,Low,False,2023-07-01
EIDW,2023-07-25,Dublin,Ireland,363,365,728,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-25,Lisbon,Portugal,321,319,640,527,54,12,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Tuesday,False,3,Summer,1.652037617554859,0.16927899686520376,0.03761755485893417,0,0.0,Medium,False,2023-07-01
LOWW,2023-07-26,Vienna,Austria,381,385,766,341,22,10,341,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Wednesday,False,3,Summer,0.8857142857142857,0.05714285714285714,0.025974025974025976,341,1.0,Low,False,2023-07-01
EBBR,2023-07-26,Brussels,Belgium,313,313,626,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-26,Copenhagen - Kastrup,Denmark,344,344,688,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EIDW,2023-07-26,Dublin,Ireland,379,379,758,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-26,Lisbon,Portugal,344,339,683,3765,187,111,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Wednesday,False,3,Summer,11.106194690265486,0.551622418879056,0.3274336283185841,0,0.0,High,False,2023-07-01
LOWW,2023-07-27,Vienna,Austria,372,371,743,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EBBR,2023-07-27,Brussels,Belgium,298,297,595,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-27,Copenhagen - Kastrup,Denmark,347,349,696,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EIDW,2023-07-27,Dublin,Ireland,378,385,763,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-27,Lisbon,Portugal,341,340,681,3154,144,69,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Thursday,False,3,Summer,9.276470588235295,0.4235294117647059,0.20294117647058824,0,0.0,High,False,2023-07-01
LOWW,2023-07-28,Vienna,Austria,397,394,791,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EBBR,2023-07-28,Brussels,Belgium,306,308,614,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-28,Copenhagen - Kastrup,Denmark,355,360,715,20,3,1,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Friday,False,3,Summer,0.05555555555555555,0.008333333333333333,0.002777777777777778,0,0.0,Low,False,2023-07-01
EIDW,2023-07-28,Dublin,Ireland,390,377,767,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-28,Lisbon,Portugal,347,335,682,1341,83,32,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Friday,False,3,Summer,4.002985074626865,0.24776119402985075,0.0955223880597015,0,0.0,Medium,False,2023-07-01
LOWW,2023-07-29,Vienna,Austria,344,348,692,189,13,4,189,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Saturday,True,3,Summer,0.5431034482758621,0.03735632183908046,0.011494252873563218,189,1.0,Low,False,2023-07-01
EBBR,2023-07-29,Brussels,Belgium,259,267,526,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-29,Copenhagen - Kastrup,Denmark,284,289,573,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EIDW,2023-07-29,Dublin,Ireland,344,340,684,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-29,Lisbon,Portugal,341,343,684,818,57,19,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Saturday,True,3,Summer,2.3848396501457727,0.1661807580174927,0.05539358600583091,0,0.0,Medium,False,2023-07-01
LOWW,2023-07-30,Vienna,Austria,370,370,740,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EBBR,2023-07-30,Brussels,Belgium,293,286,579,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-30,Copenhagen - Kastrup,Denmark,349,335,684,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EIDW,2023-07-30,Dublin,Ireland,378,387,765,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-30,Lisbon,Portugal,344,343,687,1055,85,24,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Sunday,True,3,Summer,3.075801749271137,0.2478134110787172,0.06997084548104957,0,0.0,Medium,False,2023-07-01
LOWW,2023-07-31,Vienna,Austria,371,368,739,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EBBR,2023-07-31,Brussels,Belgium,296,304,600,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
EKCH,2023-07-31,Copenhagen - Kastrup,Denmark,354,363,717,21,3,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,7,Jul,Monday,False,3,Summer,0.05785123966942149,0.008264462809917356,0.0,0,0.0,Low,False,2023-07-01
EIDW,2023-07-31,Dublin,Ireland,374,366,740,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,7,Jul,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-07-01
LPPT,2023-07-31,Lisbon,Portugal,332,351,683,2292,127,59,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,7,Jul,Monday,False,3,Summer,6.52991452991453,0.36182336182336183,0.16809116809116809,0,0.0,High,False,2023-07-01
LOWW,2023-08-01,Vienna,Austria,362,361,723,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-01,Brussels,Belgium,293,290,583,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-01,Copenhagen - Kastrup,Denmark,339,341,680,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-01,Dublin,Ireland,369,371,740,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-01,Lisbon,Portugal,337,329,666,936,71,20,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Tuesday,False,3,Summer,2.844984802431611,0.21580547112462006,0.060790273556231005,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-02,Vienna,Austria,380,377,757,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-02,Brussels,Belgium,300,301,601,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-02,Copenhagen - Kastrup,Denmark,337,333,670,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-02,Dublin,Ireland,372,366,738,4091,100,70,4091,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Wednesday,False,3,Summer,11.1775956284153,0.273224043715847,0.1912568306010929,4091,1.0,High,True,2023-08-01
LPPT,2023-08-02,Lisbon,Portugal,346,337,683,972,74,23,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Wednesday,False,3,Summer,2.884272997032641,0.2195845697329377,0.06824925816023739,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-03,Vienna,Austria,373,373,746,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-03,Brussels,Belgium,291,286,577,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-03,Copenhagen - Kastrup,Denmark,349,347,696,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-03,Dublin,Ireland,372,385,757,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-03,Lisbon,Portugal,338,340,678,1446,110,41,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Thursday,False,3,Summer,4.252941176470588,0.3235294117647059,0.12058823529411765,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-04,Vienna,Austria,379,382,761,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-04,Brussels,Belgium,301,292,593,236,14,6,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Friday,False,3,Summer,0.8082191780821918,0.04794520547945205,0.02054794520547945,0,0.0,Low,False,2023-08-01
EKCH,2023-08-04,Copenhagen - Kastrup,Denmark,354,360,714,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-04,Dublin,Ireland,387,379,766,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-04,Lisbon,Portugal,340,334,674,1106,81,26,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Friday,False,3,Summer,3.311377245508982,0.24251497005988024,0.07784431137724551,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-05,Vienna,Austria,348,345,693,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-05,Brussels,Belgium,255,260,515,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-05,Copenhagen - Kastrup,Denmark,289,291,580,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-05,Dublin,Ireland,346,348,694,413,27,11,413,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Saturday,True,3,Summer,1.1867816091954022,0.07758620689655173,0.031609195402298854,413,1.0,Medium,False,2023-08-01
LPPT,2023-08-05,Lisbon,Portugal,339,333,672,1520,91,38,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Saturday,True,3,Summer,4.564564564564565,0.2732732732732733,0.11411411411411411,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-06,Vienna,Austria,364,370,734,392,20,12,392,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Sunday,True,3,Summer,1.0594594594594595,0.05405405405405406,0.032432432432432434,392,1.0,Medium,False,2023-08-01
EBBR,2023-08-06,Brussels,Belgium,278,277,555,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-06,Copenhagen - Kastrup,Denmark,332,333,665,780,39,25,780,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Sunday,True,3,Summer,2.3423423423423424,0.11711711711711711,0.07507507507507508,780,1.0,Medium,False,2023-08-01
EIDW,2023-08-06,Dublin,Ireland,375,374,749,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-06,Lisbon,Portugal,343,350,693,2839,156,76,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Sunday,True,3,Summer,8.111428571428572,0.44571428571428573,0.21714285714285714,0,0.0,High,False,2023-08-01
LOWW,2023-08-07,Vienna,Austria,362,361,723,1194,88,30,1194,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Monday,False,3,Summer,3.3074792243767313,0.24376731301939059,0.08310249307479224,1194,1.0,Medium,False,2023-08-01
EBBR,2023-08-07,Brussels,Belgium,283,293,576,50,8,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Monday,False,3,Summer,0.17064846416382254,0.027303754266211604,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-07,Copenhagen - Kastrup,Denmark,356,348,704,5497,211,130,5497,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Monday,False,3,Summer,15.795977011494253,0.6063218390804598,0.3735632183908046,5497,1.0,High,True,2023-08-01
EIDW,2023-08-07,Dublin,Ireland,374,376,750,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Monday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-07,Lisbon,Portugal,338,346,684,1464,99,50,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Monday,False,3,Summer,4.23121387283237,0.2861271676300578,0.14450867052023122,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-08,Vienna,Austria,359,357,716,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-08,Brussels,Belgium,285,286,571,91,13,1,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Tuesday,False,3,Summer,0.3181818181818182,0.045454545454545456,0.0034965034965034965,0,0.0,Low,False,2023-08-01
EKCH,2023-08-08,Copenhagen - Kastrup,Denmark,329,330,659,14,4,0,14,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Tuesday,False,3,Summer,0.04242424242424243,0.012121212121212121,0.0,14,1.0,Low,False,2023-08-01
EIDW,2023-08-08,Dublin,Ireland,359,368,727,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Tuesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-08,Lisbon,Portugal,333,336,669,2594,161,72,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Tuesday,False,3,Summer,7.720238095238095,0.4791666666666667,0.21428571428571427,0,0.0,High,False,2023-08-01
LOWW,2023-08-09,Vienna,Austria,371,374,745,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-09,Brussels,Belgium,305,301,606,59,13,1,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Wednesday,False,3,Summer,0.19601328903654486,0.04318936877076412,0.0033222591362126247,0,0.0,Low,False,2023-08-01
EKCH,2023-08-09,Copenhagen - Kastrup,Denmark,324,322,646,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-09,Dublin,Ireland,369,369,738,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Wednesday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-09,Lisbon,Portugal,346,340,686,1946,149,44,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Wednesday,False,3,Summer,5.723529411764706,0.43823529411764706,0.12941176470588237,0,0.0,High,False,2023-08-01
LOWW,2023-08-10,Vienna,Austria,374,371,745,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-10,Brussels,Belgium,291,286,577,26,6,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Thursday,False,3,Summer,0.09090909090909091,0.02097902097902098,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-10,Copenhagen - Kastrup,Denmark,332,333,665,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Thursday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-10,Dublin,Ireland,372,368,740,578,35,13,578,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Thursday,False,3,Summer,1.5706521739130435,0.09510869565217392,0.035326086956521736,578,1.0,Medium,False,2023-08-01
LPPT,2023-08-10,Lisbon,Portugal,341,339,680,1503,107,38,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Thursday,False,3,Summer,4.433628318584071,0.31563421828908556,0.11209439528023599,0,0.0,Medium,False,2023-08-01
LOWW,2023-08-11,Vienna,Austria,377,376,753,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-11,Brussels,Belgium,294,299,593,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-11,Copenhagen - Kastrup,Denmark,354,355,709,168,13,5,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Friday,False,3,Summer,0.4732394366197183,0.036619718309859155,0.014084507042253521,0,0.0,Low,False,2023-08-01
EIDW,2023-08-11,Dublin,Ireland,381,383,764,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Friday,False,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-11,Lisbon,Portugal,341,340,681,2819,155,71,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Friday,False,3,Summer,8.291176470588235,0.45588235294117646,0.2088235294117647,0,0.0,High,False,2023-08-01
LOWW,2023-08-12,Vienna,Austria,339,339,678,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EBBR,2023-08-12,Brussels,Belgium,258,254,512,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EKCH,2023-08-12,Copenhagen - Kastrup,Denmark,281,282,563,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
EIDW,2023-08-12,Dublin,Ireland,345,340,685,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,8,Aug,Saturday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
LPPT,2023-08-12,Lisbon,Portugal,338,336,674,2352,131,65,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,8,Aug,Saturday,True,3,Summer,7.0,0.3898809523809524,0.19345238095238096,0,0.0,High,False,2023-08-01
LOWW,2023-08-13,Vienna,Austria,370,368,738,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,8,Aug,Sunday,True,3,Summer,0.0,0.0,0.0,0,0.0,Low,False,2023-08-01
